 -0.42928186E-03 -0.76614488E-02  0.14593431E+01
 -0.42225193E-03 -0.59493004E-02  0.15282121E+01
 -0.41653632E-03 -0.40641490E-02  0.16270041E+01
 -0.41242683E-03 -0.20003249E-02  0.17640014E+01
 -0.41027619E-03  0.25332268E-03  0.19508971E+01
 -0.41051836E-03  0.27169799E-02  0.22044786E+01
 -0.41369771E-03  0.54255303E-02  0.25493399E+01
 -0.42051171E-03  0.84378685E-02  0.30223789E+01
 -0.43187460E-03  0.11852792E-01  0.36805187E+01
 -0.44901485E-03  0.15837260E-01  0.46144847E+01
 -0.47363006E-03  0.20679086E-01  0.59745274E+01
 -0.50814593E-03  0.26890693E-01  0.80210494E+01
 -0.55618496E-03  0.35427014E-01  0.11230678E+02
 -0.62352754E-03  0.48179682E-01  0.16535860E+02
 -0.72050291E-03  0.69208451E-01  0.25918117E+02
 -0.86977606E-03  0.10819252E+00  0.44054998E+02
 -0.11413862E-02  0.19167291E+00  0.83604411E+02
 -0.18782131E-02  0.40754971E+00  0.18556452E+03
 -0.20952007E-04  0.20139115E-02  0.27091375E+00
 -0.18991685E-04  0.26957993E-02  0.25328575E+00
 -0.17216641E-04  0.34066248E-02  0.23638651E+00
 -0.15757370E-04  0.41399699E-02  0.22016304E+00
 -0.14715484E-04  0.48887833E-02  0.20456507E+00
 -0.14170648E-04  0.56454808E-02  0.18954484E+00
 -0.14185377E-04  0.64020575E-02  0.17505675E+00
 -0.14808411E-04  0.71502107E-02  0.16105713E+00
 -0.16077116E-04  0.78814736E-02  0.14750392E+00
 -0.93313605E-02 -0.11909189E+00 -0.13842538E+01
  0.63689172E-04  0.23419122E-01  0.77866617E+01
 -0.39343715E-03  0.18290328E-01  0.32568248E+01
 -0.11002604E-02  0.15315606E-01 -0.11078929E+01
 -0.23142981E-02  0.14134596E-01 -0.48605075E+01
  0.20889502E-03  0.14302355E-01  0.31965531E+01
  0.17641701E-03  0.13593426E-01  0.25503196E+01
  0.15152819E-03  0.13238204E-01  0.20732282E+01
  0.13213072E-03  0.13105884E-01  0.17134801E+01
  0.11677193E-03  0.13109674E-01  0.14371486E+01
  0.10442789E-03  0.13189509E-01  0.12213879E+01
  0.94364003E-04  0.13302348E-01  0.10504365E+01
  0.86044305E-04  0.13416468E-01  0.91318534E+00
  0.79071760E-04  0.13507988E-01  0.80165485E+00
  0.73148183E-04  0.13558677E-01  0.71001548E+00
  0.68046925E-04  0.13554539E-01  0.63394340E+00
  0.63593912E-04  0.13484869E-01  0.57018728E+00
  0.59654292E-04  0.13341614E-01  0.51627173E+00
  0.56122875E-04  0.13118923E-01  0.47029051E+00
  0.52917183E-04  0.12812824E-01  0.43076025E+00
  0.49972343E-04  0.12420981E-01  0.39651541E+00
  0.47237268E-04  0.11942510E-01  0.36663195E+00
  0.44671771E-04  0.11377829E-01  0.34037112E+00
  0.42244354E-04  0.10728536E-01  0.31713771E+00
  0.39930498E-04  0.99973051E-02  0.29644868E+00
  0.37711321E-04  0.91877922E-02  0.27790945E+00
  0.35572506E-04  0.83045533E-02  0.26119576E+00
  0.33503452E-04  0.73529670E-02  0.24603973E+00
  0.31496572E-04  0.63391626E-02  0.23221901E+00
  0.29546727E-04  0.52699520E-02  0.21954840E+00
  0.27650751E-04  0.41527626E-02  0.20787314E+00
  0.25807051E-04  0.29955730E-02  0.19706367E+00
  0.24015274E-04  0.18068477E-02  0.18701138E+00
  0.22276022E-04  0.59547150E-03  0.17762520E+00
  0.20590602E-04 -0.62931789E-03  0.16882881E+00
  0.18960823E-04 -0.18580005E-02  0.16055836E+00
  0.17388811E-04 -0.30808481E-02  0.15276048E+00
  0.15876854E-04 -0.42880041E-02  0.14539070E+00
  0.14427274E-04 -0.54695678E-02  0.13841204E+00
  0.13042313E-04 -0.66156856E-02  0.13179382E+00
  0.11724043E-04 -0.77166488E-02  0.12551061E+00
  0.10474291E-04 -0.87629969E-02  0.11954134E+00
  0.92945856E-05 -0.97456271E-02  0.11386852E+00
  0.81861084E-05 -0.10655907E-01  0.10847752E+00
  0.71496701E-05 -0.11485794E-01  0.10335600E+00
  0.61856924E-05 -0.12227946E-01  0.98493430E-01
  0.52942021E-05 -0.12875844E-01  0.93880596E-01
  0.44748356E-05 -0.13423895E-01  0.89509294E-01
  0.37268499E-05 -0.13867541E-01  0.85372006E-01
  0.30491411E-05 -0.14203344E-01  0.81461672E-01
  0.24402664E-05 -0.14429064E-01  0.77771501E-01
  0.18984704E-05 -0.14543719E-01  0.74294832E-01
  0.14217133E-05 -0.14547627E-01  0.71025027E-01
  0.10076997E-05 -0.14442416E-01  0.67955409E-01
  0.65390811E-06 -0.14231025E-01  0.65079214E-01
  0.35761883E-06 -0.13917673E-01  0.62389574E-01
  0.11594130E-06 -0.13507803E-01  0.59879505E-01
 -0.74160594E-07 -0.13008004E-01  0.57541918E-01
 -0.21584502E-06 -0.12425916E-01  0.55369629E-01
 -0.31237068E-06 -0.11770109E-01  0.53355378E-01
 -0.36707705E-06 -0.11049942E-01  0.51491846E-01
 -0.38336642E-06 -0.10275420E-01  0.49771679E-01
 -0.36468727E-06 -0.94570241E-02  0.48187506E-01
 -0.31451873E-06 -0.86055461E-02  0.46731956E-01
 -0.23635588E-06 -0.77319135E-02  0.45397678E-01
 -0.13369536E-06 -0.68470159E-02  0.44177355E-01
 -0.10021020E-07 -0.59615349E-02  0.43063724E-01
  0.13121063E-06 -0.50857801E-02  0.42049585E-01
  0.28658561E-06 -0.42295363E-02  0.41127824E-01
  0.45274839E-06 -0.34019225E-02  0.40291427E-01
  0.62641875E-06 -0.26112665E-02  0.39533501E-01
  0.80440961E-06 -0.18649970E-02  0.38847292E-01
  0.98364586E-06 -0.11695549E-02  0.38226212E-01
  0.11611841E-05 -0.53032353E-03  0.37663860E-01
  0.13342330E-05  0.48418688E-04  0.37154054E-01
  0.15001741E-05  0.56352557E-03  0.36690854E-01
  0.16565825E-05  0.10129890E-02  0.36268597E-01
  0.18012478E-05  0.13959243E-02  0.35881920E-01
  0.19321931E-05  0.17125359E-02  0.35525797E-01
  0.20476936E-05  0.19640648E-02  0.35195561E-01
  0.21462927E-05  0.21527190E-02  0.34886930E-01
  0.22268161E-05  0.22815885E-02  0.34596032E-01
  0.22883822E-05  0.23545479E-02  0.34319420E-01
  0.23304094E-05  0.23761470E-02  0.34054089E-01
 -0.29464010E-02  0.85228601E-04  0.25391613E+02
 -0.33505213E-02 -0.12633172E-03  0.28733988E+02
 -0.38087081E-02 -0.35784671E-03  0.32437097E+02
 -0.43195998E-02 -0.59168953E-03  0.36469467E+02
 -0.48762904E-02 -0.80657500E-03  0.40755619E+02
 -0.54638787E-02 -0.97774533E-03  0.45159972E+02
 -0.60570283E-02 -0.10781060E-02  0.49472409E+02
 -0.66183810E-02 -0.10808619E-02  0.53401690E+02
 -0.70991156E-02 -0.96406076E-03  0.56585360E+02
 -0.74430934E-02 -0.71687487E-03  0.58624660E+02
  0.37298202E-02 -0.14136743E-01  0.59108583E+02
 -0.10446060E-03 -0.14715210E-01  0.57851158E+02
  0.12085750E-05  0.52944799E-03  0.53427160E-03
  0.11466479E-05  0.40032994E-03  0.48271240E-03
  0.10853602E-05  0.28924043E-03  0.43573816E-03
  0.10253681E-05  0.19682807E-03  0.39341649E-03
  0.96722700E-06  0.12304843E-03  0.35582336E-03
  0.91138631E-06  0.67197346E-04  0.32303804E-03
  0.85818609E-06  0.27958644E-04  0.29513865E-03
  0.80785567E-06  0.34649838E-05  0.27219819E-03
  0.76051432E-06 -0.86294118E-05  0.25428111E-03
  0.71617371E-06 -0.11065863E-04  0.24144055E-03
  0.67474223E-06 -0.68899294E-05  0.23371608E-03
  0.63603089E-06  0.64632106E-06  0.23113218E-03
  0.59285580E-06  0.78810991E-06  0.10781873E-01
 -0.27692209E-04 -0.52707802E-04  0.10795834E-01
 -0.56013229E-04 -0.10252611E-03  0.10837621E-01
 -0.84391665E-04 -0.14510440E-03  0.10907150E-01
 -0.11284877E-03 -0.17707509E-03  0.11004289E-01
 -0.14140553E-03 -0.19535820E-03  0.11128861E-01
 -0.17008261E-03 -0.19724869E-03  0.11280658E-01
 -0.19890030E-03 -0.18049685E-03  0.11459450E-01
 -0.22787833E-03 -0.14338004E-03  0.11665007E-01
 -0.25703580E-03 -0.84764472E-04  0.11897111E-01
 -0.28639099E-03 -0.41557265E-05  0.12155585E-01
 -0.31596109E-03  0.98263171E-04  0.12440312E-01
 -0.34576201E-03  0.22160692E-03  0.12751266E-01
 -0.37580799E-03  0.36427710E-03  0.13088545E-01
 -0.40611129E-03  0.52396578E-03  0.13452402E-01
 -0.43668169E-03  0.69767373E-03  0.13843281E-01
 -0.46752608E-03  0.88174327E-03  0.14261863E-01
 -0.49864785E-03  0.10719054E-02  0.14709098E-01
 -0.53004630E-03  0.12633406E-02  0.15186262E-01
 -0.56171593E-03  0.14507527E-02  0.15694995E-01
 -0.59364571E-03  0.16284541E-02  0.16237356E-01
 -0.62581823E-03  0.17904622E-02  0.16815873E-01
 -0.65820883E-03  0.19306042E-02  0.17433601E-01
 -0.69078459E-03  0.20426290E-02  0.18094179E-01
 -0.72350330E-03  0.21203256E-02  0.18801890E-01
 -0.75631230E-03  0.21576432E-02  0.19561727E-01
 -0.78914722E-03  0.21488138E-02  0.20379465E-01
 -0.82193066E-03  0.20884737E-02  0.21261732E-01
 -0.85457071E-03  0.19717813E-02  0.22216089E-01
 -0.88695929E-03  0.17945305E-02  0.23251123E-01
 -0.91897044E-03  0.15532565E-02  0.24376543E-01
 -0.95045827E-03  0.12453327E-02  0.25603286E-01
 -0.98125478E-03  0.86905671E-03  0.26943648E-01
 -0.10111674E-02  0.42372335E-03  0.28411418E-01
 -0.10399760E-02 -0.90315385E-04  0.30022045E-01
 -0.10674298E-02 -0.67160602E-03  0.31792821E-01
 -0.10932439E-02 -0.13175649E-02  0.33743104E-01
 -0.11170945E-02 -0.20244662E-02  0.35894574E-01
 -0.11386143E-02 -0.27874465E-02  0.38271531E-01
 -0.11573867E-02 -0.36005273E-02  0.40901258E-01
 -0.11729394E-02 -0.44566531E-02  0.43814442E-01
 -0.11847365E-02 -0.53477468E-02  0.47045684E-01
 -0.11921698E-02 -0.62647811E-02  0.50634103E-01
 -0.11734603E+01 -0.71904725E-02  0.37424138E+01
 -0.10724622E+01 -0.81293027E-02  0.34646315E+01
 -0.98187531E+00 -0.90644965E-02  0.32140537E+01
 -0.90042872E+00 -0.99839316E-02  0.29877444E+01
 -0.82702568E+00 -0.10875105E-01  0.27831539E+01
 -0.76071716E+00 -0.11725275E-01  0.25980699E+01
 -0.70067943E+00 -0.12521608E-01  0.24305769E+01
 -0.64619517E+00 -0.13251328E-01  0.22790213E+01
 -0.59663741E+00 -0.13901870E-01  0.21419830E+01
 -0.55145585E+00 -0.14461034E-01  0.20182522E+01
 -0.51016517E+00 -0.14917131E-01  0.19068108E+01
 -0.47233488E+00 -0.15259125E-01  0.18068189E+01
 -0.43758045E+00 -0.15476771E-01  0.17176060E+01
 -0.40555547E+00 -0.15560736E-01  0.16386665E+01
 -0.37594439E+00 -0.15502706E-01  0.15696615E+01
 -0.34845578E+00 -0.15295473E-01  0.15104252E+01
 -0.32281562E+00 -0.14932998E-01  0.14609801E+01
 -0.29876038E+00 -0.14410448E-01  0.14215604E+01
 -0.27602932E+00 -0.13724185E-01  0.13926474E+01
 -0.25435547E+00 -0.12871716E-01  0.13750211E+01
 -0.23345439E+00 -0.11851576E-01  0.13698335E+01
 -0.21300937E+00 -0.10663131E-01  0.13787124E+01
 -0.19265113E+00 -0.93062739E-02  0.14039093E+01
 -0.17192886E+00 -0.77809640E-02  0.14485117E+01
 -0.15026761E+00 -0.60865534E-02  0.15167496E+01
 -0.12690384E+00 -0.42207968E-02  0.16144485E+01
 -0.10078511E+00 -0.21783808E-02  0.17497054E+01
 -0.70409523E-01  0.51293541E-04  0.19339224E+01
 -0.33561662E-01  0.24875305E-02  0.21834193E+01
  0.13136166E-01  0.51637575E-02  0.25220162E+01
  0.75012744E-01  0.81363772E-02  0.29852905E+01
  0.16078951E+00  0.11499745E-01  0.36278223E+01
  0.28533347E+00  0.15412531E-01  0.45359930E+01
  0.47518691E+00  0.20146236E-01  0.58515705E+01
  0.78034827E+00  0.26179112E-01  0.78173446E+01
  0.13011706E+01  0.34388999E-01  0.10870582E+02
  0.22550680E+01  0.46477161E-01  0.15847528E+02
  0.41593225E+01  0.65977621E-01  0.24466944E+02
  0.83971626E+01  0.10089598E+00  0.40580261E+02
  0.19253793E+02  0.17136441E+00  0.73730271E+02
  0.52653720E+02  0.33398454E+00  0.15004593E+03
 -0.13204730E+00  0.19872777E-02  0.26924247E+00
 -0.12833672E+00  0.26659828E-02  0.25181247E+00
 -0.12504364E+00  0.33736098E-02  0.23509220E+00
 -0.12212371E+00  0.41037497E-02  0.21903193E+00
 -0.11954035E+00  0.48493618E-02  0.20358393E+00
 -0.11726290E+00  0.56028744E-02  0.18870239E+00
 -0.11526527E+00  0.63562968E-02  0.17434330E+00
 -0.11352493E+00  0.71013424E-02  0.16046426E+00
 -0.11202221E+00  0.78295622E-02  0.14702426E+00
 -0.22490319E+03 -0.54422164E-01 -0.91383320E+02
  0.12504960E+01  0.22475482E-01  0.71468148E+01
  0.32682430E+01  0.17498689E-01  0.21149777E+01
  0.76810072E+01  0.14432951E-01 -0.38901169E+01
  0.18951416E+02  0.12866732E-01 -0.12073107E+02
 -0.29066104E+00  0.13961322E-01  0.31522789E+01
 -0.21173323E+00  0.13325124E-01  0.25208170E+01
 -0.15768535E+00  0.13023214E-01  0.20529944E+01
 -0.11964479E+00  0.12931400E-01  0.16992694E+01
 -0.92243055E-01  0.12966804E-01  0.14269689E+01
 -0.72110854E-01  0.13071812E-01  0.12139747E+01
 -0.57066259E-01  0.13204995E-01  0.10449633E+01
 -0.45657189E-01  0.13335738E-01  0.90909830E+00
 -0.36893818E-01  0.13440949E-01  0.79857416E+00
 -0.30086927E-01  0.13502978E-01  0.70767566E+00
 -0.24747431E-01  0.13508272E-01  0.63215553E+00
 -0.20522334E-01  0.13446472E-01  0.56881489E+00
 -0.17152955E-01  0.13309802E-01  0.51521480E+00
 -0.14447128E-01  0.13092637E-01  0.46947487E+00
 -0.12260331E-01  0.12791193E-01  0.43013031E+00
 -0.10482674E-01  0.12403292E-01  0.39602910E+00
 -0.90297646E-02  0.11928185E-01  0.36625716E+00
 -0.78362129E-02  0.11366406E-01  0.34008317E+00
 -0.68509460E-02  0.10719652E-01  0.31691752E+00
 -0.60337858E-02  0.99906840E-02  0.29628141E+00
 -0.53529199E-02  0.91832322E-02  0.27778351E+00
 -0.47830133E-02  0.83019163E-02  0.26110208E+00
 -0.43037838E-02  0.73521692E-02  0.24597115E+00
 -0.38989175E-02  0.63401660E-02  0.23216992E+00
 -0.35552364E-02  0.52727558E-02  0.21951434E+00
 -0.32620551E-02  0.41573963E-02  0.20785061E+00
 -0.30106782E-02  0.30020889E-02  0.19704989E+00
 -0.27940081E-02  0.18153144E-02  0.18700415E+00
 -0.26062340E-02  0.60596777E-03  0.17762279E+00
 -0.24425865E-02 -0.61670912E-03  0.16882987E+00
 -0.22991415E-02 -0.18431973E-02  0.16056181E+00
 -0.21726634E-02 -0.30637747E-02  0.15276548E+00
 -0.20604788E-02 -0.42685950E-02  0.14539659E+00
 -0.19603758E-02 -0.54477718E-02  0.13841833E+00
 -0.18705208E-02 -0.65914694E-02  0.13180012E+00
 -0.17893920E-02 -0.76899996E-02  0.12551664E+00
 -0.17157253E-02 -0.87339244E-02  0.11954690E+00
 -0.16484694E-02 -0.97141652E-02  0.11387345E+00
 -0.15867494E-02 -0.10622116E-01  0.10848172E+00
 -0.15298367E-02 -0.11449757E-01  0.10335941E+00
 -0.14771237E-02 -0.12189774E-01  0.98496016E-01
 -0.14281040E-02 -0.12835671E-01  0.93882352E-01
 -0.13823542E-02 -0.13381880E-01  0.89510228E-01
 -0.13395202E-02 -0.13823864E-01  0.85372143E-01
 -0.12993045E-02 -0.14158203E-01  0.81461046E-01
 -0.12614566E-02 -0.14382676E-01  0.77770150E-01
 -0.12257642E-02 -0.14496317E-01  0.74292798E-01
 -0.11920461E-02 -0.14499452E-01  0.71022355E-01
 -0.11601458E-02 -0.14393720E-01  0.67952143E-01
 -0.11299271E-02 -0.14182066E-01  0.65075397E-01
 -0.11012692E-02 -0.13868710E-01  0.62385245E-01
 -0.10740637E-02 -0.13459096E-01  0.59874701E-01
 -0.10482114E-02 -0.12959809E-01  0.57536671E-01
 -0.10236200E-02 -0.12378485E-01  0.55363966E-01
 -0.10002024E-02 -0.11723683E-01  0.53349321E-01
 -0.97787486E-03 -0.11004753E-01  0.51485413E-01
 -0.95655626E-03 -0.10231686E-01  0.49764883E-01
 -0.93616687E-03 -0.94149478E-02  0.48180354E-01
 -0.91662791E-03 -0.85653139E-02  0.46724450E-01
 -0.89786111E-03 -0.76936938E-02  0.45389817E-01
 -0.87978848E-03 -0.68109577E-02  0.44169134E-01
 -0.86233223E-03 -0.59277670E-02  0.43055132E-01
 -0.84541482E-03 -0.50544107E-02  0.42040611E-01
 -0.82895906E-03 -0.42006523E-02  0.41118452E-01
 -0.81288836E-03 -0.33755893E-02  0.40281640E-01
 -0.79712696E-03 -0.25875286E-02  0.39523278E-01
 -0.78160025E-03 -0.18438778E-02  0.38836614E-01
 -0.76623508E-03 -0.11510573E-02  0.38215055E-01
 -0.75096008E-03 -0.51443078E-03  0.37652204E-01
 -0.73570599E-03  0.61742368E-04  0.37141875E-01
 -0.72040596E-03  0.57433393E-03  0.36678130E-01
 -0.70499586E-03  0.10213527E-02  0.36255306E-01
 -0.68941449E-03  0.14019296E-02  0.35868042E-01
 -0.67360385E-03  0.17162836E-02  0.35511313E-01
 -0.65750933E-03  0.19656689E-02  0.35180453E-01
 -0.64107985E-03  0.21523050E-02  0.34871182E-01
 -0.62426807E-03  0.22792924E-02  0.34579630E-01
 -0.60703047E-03  0.23505145E-02  0.34302352E-01
 -0.58932747E-03  0.23705287E-02  0.34036347E-01
  0.85357239E+01  0.19054344E-03  0.24402951E+02
  0.97948749E+01 -0.21101734E-04  0.27573375E+02
  0.11217380E+02 -0.25637973E-03  0.31084291E+02
  0.12795335E+02 -0.49938621E-03  0.34909003E+02
  0.14500203E+02 -0.73094708E-03  0.38981695E+02
  0.16272891E+02 -0.92865737E-03  0.43182832E+02
  0.18013033E+02 -0.10676493E-02  0.47325461E+02
  0.19570494E+02 -0.11225596E-02  0.51147458E+02
  0.20744307E+02 -0.10711051E-02  0.54317014E+02
  0.21295917E+02 -0.89929080E-03  0.56459181E+02
 -0.26751886E+03 -0.94411054E-02  0.35024132E+02
 -0.21399243E+03 -0.10395422E-01  0.36774538E+02
  0.28304777E-05  0.51804306E-03  0.53435544E-03
  0.28917124E-05  0.38953511E-03  0.48284233E-03
  0.28795978E-05  0.27917339E-03  0.43591070E-03
  0.28015501E-05  0.18759676E-03  0.39362800E-03
  0.26649926E-05  0.11475043E-03  0.35606999E-03
  0.24773844E-05  0.59919311E-04  0.32331581E-03
  0.22462369E-05  0.21775804E-04  0.29544345E-03
  0.19791185E-05 -0.15592709E-05  0.27252576E-03
  0.16836483E-05 -0.12443898E-04  0.25462709E-03
  0.13674802E-05 -0.13631891E-04  0.24180049E-03
  0.10382794E-05 -0.81815263E-05  0.23408547E-03
  0.70369326E-06  0.64226844E-06  0.23150644E-03
  0.58621877E-06  0.75751820E-06  0.10867014E-01
 -0.56236481E-04 -0.55976529E-04  0.10880959E-01
 -0.11311600E-03 -0.10899054E-03  0.10922706E-01
 -0.17009411E-03 -0.15467973E-03  0.10992169E-01
 -0.22721231E-03 -0.18963474E-03  0.11089216E-01
 -0.28451177E-03 -0.21073466E-03  0.11213668E-01
 -0.34203325E-03 -0.21523472E-03  0.11365314E-01
 -0.39981688E-03 -0.20084690E-03  0.11543925E-01
 -0.45790202E-03 -0.16581201E-03  0.11749265E-01
 -0.51632694E-03 -0.10896173E-03  0.11981116E-01
 -0.57512849E-03 -0.29769428E-04  0.12239293E-01
 -0.63434168E-03  0.71611523E-04  0.12523679E-01
 -0.69399912E-03  0.19432261E-03  0.12834241E-01
 -0.75413040E-03  0.33678907E-03  0.13171072E-01
 -0.81476139E-03  0.49672328E-03  0.13534417E-01
 -0.87591329E-03  0.67114269E-03  0.13924715E-01
 -0.93760176E-03  0.85640244E-03  0.14342636E-01
 -0.99983571E-03  0.10482422E-02  0.14789123E-01
 -0.10626161E-02  0.12418471E-02  0.15265440E-01
 -0.11259346E-02  0.14319206E-02  0.15773215E-01
 -0.11897720E-02  0.16127706E-02  0.16314492E-01
 -0.12540966E-02  0.17784050E-02  0.16891786E-01
 -0.13188624E-02  0.19226362E-02  0.17508131E-01
 -0.13840070E-02  0.20391939E-02  0.18167148E-01
 -0.14494498E-02  0.21218422E-02  0.18873097E-01
 -0.15150893E-02  0.21645004E-02  0.19630945E-01
 -0.15808010E-02  0.21613653E-02  0.20446438E-01
 -0.16464345E-02  0.21070326E-02  0.21326171E-01
 -0.17118105E-02  0.19966152E-02  0.22277668E-01
 -0.17767178E-02  0.18258560E-02  0.23309475E-01
 -0.18409096E-02  0.15912343E-02  0.24431252E-01
 -0.19040997E-02  0.12900627E-02  0.25653886E-01
 -0.19659582E-02  0.92057272E-03  0.26989608E-01
 -0.20261063E-02  0.48198898E-03  0.28452141E-01
 -0.20841112E-02 -0.25411540E-04  0.30056854E-01
 -0.21394797E-02 -0.60025451E-03  0.31820950E-01
 -0.21916507E-02 -0.12400394E-02  0.33763685E-01
 -0.22399875E-02 -0.19411274E-02  0.35906618E-01
 -0.22837677E-02 -0.26987453E-02  0.38273917E-01
 -0.23221729E-02 -0.35070081E-02  0.40892705E-01
 -0.23542754E-02 -0.43589564E-02  0.43793489E-01
 -0.23790241E-02 -0.52466119E-02  0.47010656E-01
 -0.23952275E-02 -0.61610478E-02  0.50583078E-01
 -0.21908980E+01 -0.70761830E-02  0.35794610E+01
 -0.20063814E+01 -0.80162978E-02  0.33184290E+01
 -0.18404578E+01 -0.89535796E-02  0.30825886E+01
 -0.16909056E+01 -0.98760568E-02  0.28692750E+01
 -0.15558006E+01 -0.10771371E-01  0.26761694E+01
 -0.14334723E+01 -0.11626920E-01  0.25012561E+01
 -0.13224657E+01 -0.12430003E-01  0.23427871E+01
 -0.12215094E+01 -0.13167972E-01  0.21992516E+01
 -0.11294888E+01 -0.13828385E-01  0.20693511E+01
 -0.10454222E+01 -0.14399158E-01  0.19519792E+01
 -0.96844117E+00 -0.14868714E-01  0.18462059E+01
 -0.89777246E+00 -0.15226125E-01  0.17512656E+01
 -0.83272313E+00 -0.15461246E-01  0.16665498E+01
 -0.77266643E+00 -0.15564840E-01  0.15916043E+01
 -0.71702910E+00 -0.15528685E-01  0.15261309E+01
 -0.66527931E+00 -0.15345661E-01  0.14699954E+01
 -0.61691448E+00 -0.15009815E-01  0.14232412E+01
 -0.57144865E+00 -0.14516398E-01  0.13861129E+01
 -0.52839832E+00 -0.13861858E-01  0.13590900E+01
 -0.48726565E+00 -0.13043797E-01  0.13429357E+01
 -0.44751748E+00 -0.12060859E-01  0.13387659E+01
 -0.40855764E+00 -0.10912545E-01  0.13481472E+01
 -0.36968900E+00 -0.95989200E-02  0.13732335E+01
 -0.33005954E+00 -0.81201866E-02  0.14169632E+01
 -0.28858331E+00 -0.64760482E-02  0.14833407E+01
 -0.24382162E+00 -0.46647873E-02  0.15778479E+01
 -0.19379946E+00 -0.26819075E-02  0.17080547E+01
 -0.13571470E+00 -0.51810976E-03  0.18845393E+01
 -0.65464493E-01  0.18437871E-02  0.21223056E+01
  0.23148308E-01  0.44336431E-02  0.24430172E+01
  0.13978824E+00  0.73016763E-02  0.28786045E+01
  0.30004726E+00  0.10531138E-01  0.34772585E+01
  0.53002849E+00  0.14259943E-01  0.43136976E+01
  0.87527147E+00  0.18718939E-01  0.55073630E+01
